Sample name	Encoding	Read length	Number of reads	Read depth	%GC	Deduplicated percentage	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence length distribution	Sequence duplication levels	Overrepresented sequences	Adapter content	Kmer content
HOR7380_1	Sanger / Illumina 1.9	101	53185390	67	48	60.46330282187245	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR7380_2	Sanger / Illumina 1.9	101	53185390	67	48	60.677273390049926	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR742_1	Sanger / Illumina 1.9	101	36905662	46	48	78.29094141054631	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOR742_2	Sanger / Illumina 1.9	100	36905662	46	48	79.09179196375452	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOR7436_1	Sanger / Illumina 1.9	101	49788440	62	48	68.3202519219252	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR7436_2	Sanger / Illumina 1.9	100	49788440	62	48	70.11775783472797	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
HOR752_1	Sanger / Illumina 1.9	101	66134946	83	48	60.892900712803424	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR752_2	Sanger / Illumina 1.9	100	66134946	82	48	61.6856735287564	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR756_1	Sanger / Illumina 1.9	101	55207991	69	48	63.65235178358031	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR756_2	Sanger / Illumina 1.9	100	55207991	69	48	64.40249917865444	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR758_1	Sanger / Illumina 1.9	101	51092275	64	48	74.95631634096873	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	FAIL
HOR758_2	Sanger / Illumina 1.9	101	51092275	64	48	74.56242116841243	PASS	FAIL	PASS	PASS	WARN	PASS	PASS	PASS	WARN	PASS	PASS
HOR7969_1	Sanger / Illumina 1.9	101	49437664	62	46	65.414091167512	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR7969_2	Sanger / Illumina 1.9	101	49437664	62	47	66.32886671292421	PASS	FAIL	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8113_1	Sanger / Illumina 1.9	101	46800690	59	47	73.65968743147707	PASS	PASS	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOR8113_2	Sanger / Illumina 1.9	101	46800690	59	47	74.53338420593496	PASS	PASS	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOR8455_1	Sanger / Illumina 1.9	101	47678018	60	47	68.43934812737972	PASS	WARN	PASS	WARN	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8455_2	Sanger / Illumina 1.9	100	47678018	59	47	69.57627051615214	PASS	WARN	PASS	WARN	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8635_1	Sanger / Illumina 1.9	101	50508167	63	46	66.2761094891309	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8635_2	Sanger / Illumina 1.9	101	50508167	63	46	66.95542895692161	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8658_1	Sanger / Illumina 1.9	101	59537099	75	48	58.84985537795618	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8658_2	Sanger / Illumina 1.9	100	59537099	74	48	59.27859115214811	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8826_1	Sanger / Illumina 1.9	101	52770160	66	48	68.14177234066435	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8826_2	Sanger / Illumina 1.9	100	52770160	65	48	69.92322285068359	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	WARN	PASS	PASS
HOR8827_1	Sanger / Illumina 1.9	101	52761155	66	48	69.1308975897457	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8827_2	Sanger / Illumina 1.9	101	52761155	66	48	69.94086129021194	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8842_1	Sanger / Illumina 1.9	101	55287199	69	48	64.94461257776338	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR8842_2	Sanger / Illumina 1.9	100	55287199	69	48	66.75620151138665	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	WARN	PASS	PASS
HOR902_1	Sanger / Illumina 1.9	101	60583015	76	47	60.86904856201427	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR902_2	Sanger / Illumina 1.9	101	60583015	76	47	61.620059570237565	PASS	FAIL	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR937_1	Sanger / Illumina 1.9	101	46713460	58	48	62.68707132697149	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR937_2	Sanger / Illumina 1.9	100	46713460	58	48	63.13262255660229	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR9453_1	Sanger / Illumina 1.9	101	60219142	76	47	64.81667112678329	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR9453_2	Sanger / Illumina 1.9	101	60219142	76	47	65.61632343548442	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR9607_1	Sanger / Illumina 1.9	101	51904837	65	47	51.59060668827996	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	FAIL
HOR9607_2	Sanger / Illumina 1.9	100	51904837	64	47	52.55248620434699	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	FAIL
HOR9827_1	Sanger / Illumina 1.9	101	57183392	72	48	59.49641393335908	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR9827_2	Sanger / Illumina 1.9	100	57183392	71	48	60.111430586197436	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
HOR9888_1	Sanger / Illumina 1.9	101	45186470	57	48	72.11972480615995	PASS	FAIL	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOR9888_2	Sanger / Illumina 1.9	101	45186470	57	48	72.5772173647819	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOR9919_1	Sanger / Illumina 1.9	101	62242439	78	48	59.01534350055163	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	FAIL
HOR9919_2	Sanger / Illumina 1.9	100	62242439	77	48	60.00320450263942	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	FAIL
SBCC002_1	Sanger / Illumina 1.9	101	42791149	54	48	73.16046534706908	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SBCC002_2	Sanger / Illumina 1.9	101	42791149	54	49	73.4949403122397	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SBCC003_1	Sanger / Illumina 1.9	101	49747845	62	49	68.87499635617368	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC003_2	Sanger / Illumina 1.9	101	49747845	62	49	69.00772462697786	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC014_1	Sanger / Illumina 1.9	101	46692657	58	48	70.05517748302384	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SBCC014_2	Sanger / Illumina 1.9	101	46692657	58	49	69.66905463578634	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC095_1	Sanger / Illumina 1.9	101	44672145	56	48	70.22976244666121	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SBCC095_2	Sanger / Illumina 1.9	101	44672145	56	49	70.24594649763704	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
SBCC144_1	Sanger / Illumina 1.9	101	64625135	81	49	64.40997294641893	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC144_2	Sanger / Illumina 1.9	101	64625135	81	49	63.90238071806353	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC147_1	Sanger / Illumina 1.9	101	57671076	72	48	66.36133972727023	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC147_2	Sanger / Illumina 1.9	101	57671076	72	48	66.1109019824652	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC158_1	Sanger / Illumina 1.9	101	59074120	74	48	62.97602258494051	PASS	PASS	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
SBCC158_2	Sanger / Illumina 1.9	101	59074120	74	48	63.81144781531457	PASS	WARN	PASS	PASS	WARN	PASS	PASS	WARN	PASS	PASS	PASS
